objectname,rating,numplays,objectid,itemtype,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
Tannhäuser: Hoax,0,,85089,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346340,5.60259,7.60196,2,0,698,thing,Tannhäuser: Hoax,2,10,60,60,60,2010,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Hoss,0,,90035,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21435909,5.58247,7.49173,1.8571,0,668,thing,Tannhäuser: Hoss,2,10,60,60,60,2011,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Iroh,0,,99403,expansion,0,1,0,0,0,0,0,0,0,3,,Eads,,,,21569448,5.56996,7.58082,1.25,0,687,thing,Tannhäuser: Iroh,2,10,120,120,60,2011,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Itami,0,,107754,expansion,0,1,0,0,0,0,0,0,0,3,,Eads,,,,21569449,5.5671,7.42234,1.6,0,694,thing,Tannhäuser: Itami,2,10,120,120,60,2011,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Mizu,0,,101783,expansion,0,1,0,0,0,0,0,0,0,3,,Eads,,,,21569454,5.57104,7.65459,1.25,0,666,thing,Tannhäuser: Mizu,2,10,0,0,0,2011,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Oksana,0,,87589,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21435906,5.56909,7.31172,1.4,0,619,thing,Tannhäuser: Oksana,2,10,60,60,60,2011,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Operation Novgorod,0,,31258,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,21346330,5.77397,7.28623,2.6897,0,1828,thing,Tannhäuser: Operation Novgorod,2,2,60,60,60,2007,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Ramirez,0,,31209,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346338,5.64998,7.32118,1.9333,0,1216,thing,Tannhäuser: Ramirez,2,10,60,60,60,2008,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Reich Troop Pack,0,,78670,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346344,5.56018,7.20197,2,0,580,thing,Tannhäuser: Reich Troop Pack,2,10,60,60,60,2010,2,2,10+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Union Troop Pack,0,,78672,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346345,5.55408,7.10683,2.1667,0,576,thing,Tannhäuser: Union Troop Pack,2,10,60,60,60,2010,2,2,,,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Wolf,0,,31259,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,21346334,5.65216,7.154,2.3158,0,1244,thing,Tannhäuser: Wolf,2,10,60,60,60,2007,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Tannhäuser: Yula,0,,29659,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,19127745,5.67878,7.10378,2.2,0,1413,thing,Tannhäuser: Yula,2,10,60,60,60,2007,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Tapestry,6,3,286096,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,91904229,7.20778,7.45061,2.9101,255,22391,thing,Tapestry,1,5,120,120,90,2019,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Targi,0,,118048,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,92785729,7.4401,7.63789,2.3413,131,30373,thing,Targi,2,2,60,60,60,2012,2,2,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Templar Intrigue,4,,150690,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,21466717,5.44588,5.04524,1.375,22371,1410,thing,Templar Intrigue,7,10,30,30,15,2014,"9,10",10,,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Terraforming Mars,9,22,167791,standalone,0,1,0,0,0,0,0,0,0,3,,"Very well designed game, lots of interesting decisions and things to think about, and the theme is awesome. The mechanics do a good job of describing the theme too.",,,,80589529,8.25487,8.40014,3.2494,6,112269,thing,Terraforming Mars,1,5,120,120,120,2016,"1,2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Ares Expedition,6,6,328871,standalone,0,1,0,0,0,0,0,0,0,3,,"Doesn't quite live up to my hopes for a cards-only, super-streamlined version of Terraforming Mars. Was actually a little disappointed after our first play but I'm warming back up to it. I don't like the boards, so I've been working on some variant rules and materials to use cards instead of the boards. I would love to be able to play a super quick, minimal setup game of TM, similar to how my wife and I enjoyed so many games of Race for the Galaxy.",,,,89437384,7.35692,7.74549,2.928,169,21082,thing,Terraforming Mars: Ares Expedition,1,4,60,60,45,2021,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Hellas & Elysium,6.5,,218127,expansion,0,1,0,0,0,0,0,0,0,3,,The variety in boards is the main draw here - I find the iconography for the new milestones and awards to be pretty confusing. It's a good idea to switch those up but I'd prefer if we had a stack of tiles or something.,,,,80731393,7.88086,8.39465,2.8595,0,30908,thing,Terraforming Mars: Hellas & Elysium,1,5,120,120,90,2017,"1,2,3,4,5",3,12+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Terraforming Mars: Prelude,7.5,,247030,expansion,0,1,0,0,0,0,0,0,0,3,,Have started using these every time we play with anyone who isn't new to the game. They add a nice boost and usually enhance whatever you were doing.,,,,80731381,8.36899,8.83416,2.5145,0,36802,thing,Terraforming Mars: Prelude,1,5,120,120,90,2018,"1,2,3,4,5",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Thanos Rising: Avengers Infinity War,0,,248158,standalone,0,0,0,0,0,0,0,0,1,3,,,,,,50576911,6.32174,7.13889,1.975,1492,3957,thing,Thanos Rising: Avengers Infinity War,2,4,90,90,60,2018,"1,2,3,4","3,4",8+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
Through the Ages: A Story of Civilization,0,,25613,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,16325981,7.64967,7.88504,4.1735,70,17780,thing,Through the Ages: A Story of Civilization,2,4,120,120,120,2006,"2,3,4",3,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Thunderstone,5.5,31,53953,standalone,0,1,0,0,0,0,0,0,0,3,,Was pretty hot when it first came out - mainly as a change of pace from Dominion and with a cool Dungeon theme. Has definitely fallen out of favor now though.,,,,14672500,6.6811,6.92503,2.504,802,10867,thing,Thunderstone,1,5,60,60,60,2009,"1,2,3,4",3,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Thunderstone Advance: Towers of Ruin,0,,116998,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,14809133,6.80069,7.35146,2.7397,625,6943,thing,Thunderstone Advance: Towers of Ruin,1,5,45,45,45,2012,"1,2,3,4",3,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Thunderstone Quest,0,,215341,standalone,0,0,0,0,0,1,0,0,1,3,,,,,,52965596,7.03568,7.84136,2.8312,387,10734,thing,Thunderstone Quest,2,4,90,90,60,2018,"2,3,4",2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Thunderstone: Wrath of the Elements,7,,63214,expansion,0,1,0,0,0,0,0,0,0,2,,Added some needed variety to the base game,,,,14809160,6.54513,7.51533,2.6514,0,4602,thing,Thunderstone: Wrath of the Elements,1,5,45,45,45,2010,"1,2,3,4","2,3",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Tic-Tac-Toe,5,,11901,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847976,3.60138,2.71249,1.1935,22941,1523,thing,Tic-Tac-Toe,2,2,1,1,1,-1300,2,2,4–12,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Ticket to Ride,6,4,9209,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,21456422,7.29694,7.40732,1.8411,201,112341,thing,Ticket to Ride,2,5,60,60,30,2004,"2,3,4,5",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,5,1,106637,expansion,0,0,0,0,0,0,0,0,0,3,,,,,,21456420,7.11027,7.66394,1.9655,0,13636,thing,Ticket to Ride Map Collection: Volume 1 – Team Asia & Legendary Asia,2,6,60,60,30,2011,"2,3,4,5,6","4,6",8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Ticket to Ride: Europa 1912,0,,53383,expansion,0,1,0,0,0,0,0,0,0,3,,,,,,19445370,7.05742,7.64723,1.9419,0,16890,thing,Ticket to Ride: Europa 1912,2,5,60,60,30,2009,"2,3,4,5",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Ticket to Ride: Europe,6,6,14996,standalone,0,1,0,0,0,0,0,0,0,3,,I like Europe better than the U.S. one because of the extra variety,,,,18167209,7.41804,7.53907,1.9264,142,98849,thing,Ticket to Ride: Europe,2,5,60,60,30,2005,"2,3,4,5",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Ticket to Ride: First Journey (U.S.),7,5,205125,standalone,0,1,0,0,0,0,0,0,0,3,,Ali got it for Christmas from the Reicherts. I like Ticket to Ride but I really like a smaller faster version. This is the one I'll actually play.,,,,77593809,6.1991,6.91139,1.4474,1845,5773,thing,Ticket to Ride: First Journey (U.S.),2,4,30,30,15,2016,"2,3,4","3,4",6+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Tobago,8.6,30,42215,standalone,0,1,0,0,0,0,0,0,0,2,,"Highly entertaining - makes you use your brain, but has plenty of action and excitement too. Has had great staying power, even when playing with the same people multiple times. The variety in the terrain makes a big difference. I really like the choices inherent in the treasure-drafting mechanic.",,,,16434208,6.87559,7.10526,2.1273,549,13088,thing,Tobago,2,4,60,60,60,2009,"2,3,4",4,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Tobago: Volcano,0,,319398,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,90146345,5.69186,7.60719,2,0,1241,thing,Tobago: Volcano,2,4,45,45,45,2020,"3,4",4,,,,,,,,,,,,,,,,,,,,,,
Torpedo Run!,5.5,,2457,standalone,0,0,0,0,0,0,1,0,0,3,,"My brother and I got this as a gift I seem to recall, when we were maybe 6 and 8 years old. Then we picked up a second (incomplete) set at a garage sale so we had giant double-mat sea battles that often turned into speed-matches. Rubber-hand-triggered ships blowing up were awesome!",,,,10004913,5.55455,6.06212,1.2963,10312,341,thing,Torpedo Run!,2,2,60,60,60,1986,"1,2",2,6–12,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Travel Carcassonne,8,,30662,standalone,0,1,0,0,0,0,0,0,0,3,,"We own this, but I'm not sure we've ever put it to use.",,,,18468886,5.89414,7.25655,1.8889,3240,1347,thing,Travel Carcassonne,2,5,45,45,30,2007,"2,3,4",2,8+,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,3.5,,7336,standalone,0,0,0,0,0,0,1,0,0,3,,"All of the answers are ""Gandalf"" or ""Gollum"". Gave it to Bethany and Jonathan",,,,44076570,5.52045,5.61784,1.9184,15039,2283,thing,Trivial Pursuit: The Lord of the Rings Movie Trilogy Collector's Edition,2,4,120,120,120,2003,"2,3,4",4,8+,Unplayable in another language,,,,,,,,,,,,,,,,,,,,
Trouble,2,,1410,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847988,4.30986,3.81973,1.0669,22935,5835,thing,Trouble,2,4,45,45,45,1965,"2,3,4",4,4–14,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
Twilight Imperium: Fourth Edition,0,,233078,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,89886375,8.24691,8.64347,4.2729,7,22849,thing,Twilight Imperium: Fourth Edition,3,6,480,480,240,2017,"3,4,5,6",6,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Twilight Struggle,0,1,12333,standalone,0,0,0,0,1,0,0,0,0,1,,,,,,94863101,8.09846,8.26811,3.5989,14,62104,thing,Twilight Struggle,2,2,180,180,120,2005,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Tyrants of the Underdark,0,,189932,standalone,0,0,0,0,1,0,0,0,1,3,,,,,,35395440,7.35108,7.91316,2.564,173,8686,thing,Tyrants of the Underdark,2,4,60,60,60,2016,"2,3,4",4,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Under Falling Skies,0,,306735,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,97166618,7.30616,7.80764,2.4364,197,16791,thing,Under Falling Skies,1,1,40,40,20,2020,1,1,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Under My Bed,0,,194640,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,33843439,5.52584,6.00243,0,14062,329,thing,Under My Bed,3,8,15,15,5,2016,"4,5,6,7",5,,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
The Ungame,1,,6283,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96848026,5.12896,2.96155,1.2083,22893,537,thing,The Ungame,2,6,60,60,60,1973,,4,4,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Universal Rule,0,,195180,standalone,0,1,0,0,0,0,0,0,0,1,,,,,,41552330,5.57206,6.80708,2.3333,9074,632,thing,Universal Rule,3,5,45,45,30,2017,"3,4,5","4,5",Up to 10,,,,,,,,,,,,,,,,,,,,,
Universal Rule: Edge of War,0,,213113,expansion,0,1,0,0,0,0,0,0,0,1,,,,,,41552331,0,6.96154,0,0,181,thing,Universal Rule: Edge of War,3,5,45,45,30,2017,,,,,,,,,,,,,,,,,,,,,,,,
Vampire: The Eternal Struggle,8.5,20,2122,standalone,0,1,0,0,0,0,0,0,0,3,,"Such a well designed game, and it scales well to large numbers! I wish I could get anyone to play with me.

Attempted to get into it when it came out (thought it was the next Magic), but didn't really understand it. Andrew and I had a renaissance in 2007 and played it a bunch but didn't manage to convince anyone else of its worth. Too bad because this is an excellent design.",,,,18369037,6.38581,7.23075,3.379,1333,3066,thing,Vampire: The Eternal Struggle,2,5,120,120,120,1994,"4,5",5,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Viticulture Essential Edition,0,,183394,standalone,0,0,0,0,0,0,0,0,0,4,,,,,,91073319,7.88097,8.03577,2.8872,29,54091,thing,Viticulture Essential Edition,1,6,90,90,45,2015,"1,2,3,4,5,6","3,4",12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
The Walking Dead Board Game,2,2,99079,standalone,0,0,0,0,0,0,1,0,0,3,,"Pretty lame. We played it a couple times and didn't really enjoy it. It pretty quickly and reliably descends into a no-win situation for the humans. Thematic, but not fun.",,,,21380573,5.33205,5.01585,1.7632,22806,1528,thing,The Walking Dead Board Game,1,4,45,45,45,2011,"2,3,4",4,12+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
War,4,,16398,standalone,0,0,0,0,0,0,0,0,0,3,,,,,,96847982,4.03086,2.28911,1,22937,498,thing,War,2,2,30,30,30,0,2,2,4–10,No necessary in-game text,,,,,,,,,,,,,,,,,,,,
War of the Ring,0,,9609,standalone,0,0,0,0,0,0,0,0,0,4,,,,,,9849395,7.39349,7.77454,3.8437,153,13243,thing,War of the Ring,2,4,120,120,120,2004,"2,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
War of the Ring Collector's Edition,0,,60153,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,15657093,6.67099,8.68686,3.9915,0,1155,thing,War of the Ring Collector's Edition,2,4,180,180,180,2010,"2,4",2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
War of the Ring: Second Edition,9,1,115746,standalone,0,1,0,0,0,0,0,0,0,3,,,,,,20176099,8.1508,8.51867,4.1858,11,27919,thing,War of the Ring: Second Edition,2,4,180,180,150,2011,2,2,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
War of the Ring: The Card Game,0,,362944,standalone,0,0,0,0,0,0,0,1,0,3,,,,,,95172035,0,8.41304,2.4,0,39,thing,War of the Ring: The Card Game,2,4,120,120,90,2022,"2,4",4,,,,,,,,,,,,,,,,,,,,,,
"Warhammer 40,000 (Sixth Edition)",5.5,5,126613,standalone,0,1,0,0,0,0,0,0,0,3,,"I really like the universe and the models and all the hobby activities that go with Warhammer 40k, but I just can't enjoy the actual game of it. The preparation takes too much time with all the nitty-gritty of the army list-making, the  ceremony for getting a game going is excessive, and the actual turns are a grind. There is way too high a barrier to fun. I'll admit I haven't played a ton, or with a very wide pool of opponents, but I do think I've played enough to understand that I'm not going to like it in the long run. I really need a simplified, streamlined ruleset to want to play.",,,,23951121,5.70109,6.65418,3.4839,5165,721,thing,"Warhammer 40,000 (Sixth Edition)",2,12,120,120,120,2012,"2,3,4",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
"Warhammer 40,000 (Third Edition)",6,,2162,standalone,0,1,0,0,0,0,0,0,0,3,,"I have bought a few box sets and individual Space Marine figures, mostly to use in customizing other games and as minis for modern-set roleplaying games. Eventually I got a boxed set and learned the real rules (6th edition at the time). Enjoyed it but it was hard to play sporadically and I did not enjoy having to look up all the keywords in the rulebook or using to-wound charts.",,,,19268910,5.98894,6.51283,3.4951,2693,3482,thing,"Warhammer 40,000 (Third Edition)",2,6,120,120,30,1998,"2,4",2,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
"Warhammer 40,000: Dark Vengeance",8,6,129974,standalone,0,1,0,0,0,0,0,0,0,1,,"Bought the box set to get the awesome minis at a good price, plus I wanted to read the rulebooks. Making progress painting the minis and comprehending the rules.",,,,19855079,5.67496,7.29904,3.3,5602,843,thing,"Warhammer 40,000: Dark Vengeance",2,2,120,120,120,2012,2,2,12,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Warhammer Age of Sigmar,0,,180241,standalone,0,1,0,0,0,1,0,0,0,3,,,,,,29413045,5.78617,6.69894,2.6364,4117,1208,thing,Warhammer Age of Sigmar,2,2,180,180,40,2015,2,2,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Warhammer Quest: The Adventure Card Game,7.5,7,181521,standalone,0,1,0,0,0,0,0,0,0,4,,"Matt, BDub, and I have played through almost all of this. It's hard, but doesn't feel like it punishes you for losing, which is nice. It gives you a little bump and encourages you to come back for more. It does feel a little like Space Hulk: Death Angel, but with more choices and more interesting interactions.",,,,33814969,6.78512,7.32824,2.7283,645,10164,thing,Warhammer Quest: The Adventure Card Game,1,4,60,60,30,2015,"1,2,3,4",4,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Warrior Knights,0,,22038,standalone,0,0,0,0,0,1,0,0,0,3,,,,,,92132780,6.39932,6.86314,3.5057,1300,5720,thing,Warrior Knights,2,6,240,240,120,2006,"3,4,5,6",4,14+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
We the People,0,,620,standalone,0,1,0,0,0,1,0,0,0,3,,Bought a copy from a fellow gamer on the geek marketplace,,,,92581231,6.18165,7.30625,2.7113,1907,1721,thing,We the People,2,2,120,120,120,1993,2,2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Wingspan,7,1,266192,standalone,0,0,0,0,0,0,0,0,1,5,,,,,,91833742,7.93567,8.08535,2.4472,24,100767,thing,Wingspan,1,5,70,70,40,2019,"1,2,3,4",3,10+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Wizard,0,,1465,standalone,0,1,0,0,0,0,0,0,0,3,,Played this a fair amount with the family as a kid. Picked up a used copy at a thrift store. I like the deluxe edition bidding wheels.,,,,91246371,6.68317,6.94453,1.7229,800,16656,thing,Wizard,3,6,45,45,45,2012,"3,4,5,6","4,5",10+,No necessary in-game text,,,,,,,,,,,,,,,,,"U.S. Games Systems, Inc.",English; French; Spanish,2012,U.S. Games Deluxe edition 2012
The Wizard of Oz Adventure Book Game,0,,357956,standalone,0,0,0,0,0,1,0,0,1,2,,,,,,92864343,5.53766,7.26829,2,12181,175,thing,The Wizard of Oz Adventure Book Game,1,4,120,120,90,2022,"1,2,3,4",3,10+,,,,,,,,,,,,,,,,,,,,,
The Worst-Case Scenario Survival Game,1,,5050,standalone,0,0,0,0,0,0,1,0,0,1,,,,,,96848005,4.95213,3.34587,1.2,22913,1241,thing,The Worst-Case Scenario Survival Game,2,10,40,40,20,2001,"2,3,4","3,4",,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
XenoShyft: Onslaught,0,,159109,standalone,0,0,0,0,0,0,0,0,1,4,,,,,,90148540,6.42436,6.92986,2.6429,1255,6009,thing,XenoShyft: Onslaught,1,4,60,60,30,2015,"1,2,3",2,12+,Extensive use of text - massive conversion needed to be playable,,,,,,,,,,,,,,,,,,,,
Xia: Legends of a Drift System,0,,82222,standalone,0,0,0,0,0,1,0,0,1,4,,,,,,90247733,7.39862,7.87573,3.1857,150,13647,thing,Xia: Legends of a Drift System,3,5,180,180,60,2014,"2,3,4",3,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,,,,,,,,,,,,,,,
Zeus on the Loose,5.5,4,22864,standalone,0,1,0,0,0,0,0,0,0,3,,"Played it a couple times, but there's not a lot there. Arithmetic and the occasional reflex spasm don't make for that much entertainment.",,,,14672509,5.69258,6.06219,1.1235,5292,2499,thing,Zeus on the Loose,2,5,15,15,15,2006,"2,3,4,5",4,6+,Some necessary text - easily memorized or small crib sheet,,,,,,,,,,,,,,,,,,,,
